index,filename,width,height,bytes,sha256,has_exif,camera_model,focal_length,colmap_status
13,booth05_a1_1787070942987.jpg,1024,1024,740169,f0eaabcd34fe0a882a235713a03c88df0fe762650a64efed4cc03e8388cec58e,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
14,booth05_a2_1787070958282.jpg,1024,1024,888162,c7bbc7887cfb19e8c1c99f1f7b8d8815ed46b5867ffb6db7fcf0c65de46056da,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
15,booth05_a3_1787071656024.jpg,1024,1024,686827,ee47fa39fdab0531883319dd7281d689eb87d658b16091b71bf3073111fb78bc,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
16,booth06_a1_1787071684860.jpg,1024,1024,661556,321a226de548414966eb871a26aee8f5f4b0a96d1892a708882007545e05766e,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
17,booth06_a2_1787071694387.jpg,1024,1024,771733,e7a6f3db29524d9063ed1586e676e91f180d7f7421a0bf849db75f7e57f9f842,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
18,booth06_a3_1787071706216.jpg,1024,1024,632679,944849c47d9148b55878d5653a3705729d964ecd34f79c9bdc02acc3ff5d59a8,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
19,booth07_a1_1787071736522.jpg,1024,1024,704057,da83a3c04bc78f3b307b0d0d479cbcc4feac51d38c5c226f4f26d3df235122fb,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
20,booth07_a2_1787071748400.jpg,1024,1024,913412,8541860a1d96dad719128a024e4bece394067366f04889c623b47ce0897a0c72,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
21,booth07_a3_1787072118180.jpg,1024,1024,655414,4764182c7f1f3aa497b6fda239123c2a4b28195d6143f30951063767286a277a,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
22,booth08_a1_1787070145436.jpg,1024,1024,736719,91409b46aab7354a144371ce0312bcad06365ae4f5d5c552afbfd948db40e340,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
23,booth08_a2_1787070160492.jpg,1024,1024,792833,14a6a6053d4b98f44ddbdc0df523e04c09077fddb1f293e1b791e84c7f3a402b,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
24,booth08_a3_1787072151110.jpg,1024,1024,638278,3bfdf46dd05c1fcc44bcf4ba44e937ef6bab528fdcc3248debbd3ef7280b626f,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
25,booth09_a1_1787072159575.jpg,1024,1024,718283,5bc7dee73db8d363ece9effa1d74c0220e4ca87d8e2df20242f0e6990140ada5,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
26,booth09_a2_1787072171055.jpg,1024,1024,800812,18c5de0a70346596e865c9b92a7b51d9abcc3b109438a69445fe99fffa0ecab2,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
27,booth09_a3_1787072204197.jpg,1024,1024,596938,8248cee3c613b411a3e188de1fab0877d2e083e7d736f5fc37700b5bd2c2b163,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
28,booth10_a1_1787072215608.jpg,1024,1024,723902,58b537511ee54f742e1fba5d7a240ffdd27f67923a85694cda3428f4d1d2cd43,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
29,booth10_a2_1787072461761.jpg,1024,1024,896594,8bdede963cd463185763ba0e35925afc9205b90fbd1bf49385894c4ca43bf715,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
30,booth10_a3_1787072470284.jpg,1024,1024,676519,23152fbe33c285ca8e35d5b98b991764b38dc1320f13a988c9d393349315e350,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
31,booth11_a1_1787072510070.jpg,1024,1024,721207,c2a27a8fec5a618ebda6bd37f7bc02680965bf9a84c0b9446b304b343bd506e9,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
32,booth11_a2_1787072522975.jpg,1024,1024,877771,03a6c4bca7d84ee856694b68d394e6fb5dd1ee9fa08788ff9f2d76adca652e1b,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
33,booth11_a3_1787072531860.jpg,1024,1024,667239,ca6876f1180b024301eadd0b70b6cc390f906be065778d7e5e7ac92fc30c230d,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
34,booth12_a1_1787072574121.jpg,1024,1024,678264,5b0bea7bd1af5ddffa5e0babfe03f19679cc1ca49ee118e4a743fbda17631649,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
35,booth12_a2_1787072821602.jpg,1024,1024,933446,306ca07cd6db5be0cc71f31dda96ddc67c27a336b9708f8929ca0fa79af9b70a,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
36,booth12_a3_1787072832412.jpg,1024,1024,659108,c9b8929f5070d32d37c067263df602259cace1f08924e4d319ddc4ea5d938ec6,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
37,booth13_a1_1787070148283.jpg,1024,1024,747122,c05505f1b52ea5c2bcb64a72315f5cdd6e3c352db461c926e45aa92fca83e3ec,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
38,booth13_a2_1787070161777.jpg,1024,1024,809010,122a434a4b0ef943e99002751906ef281443bcb21da770d6a0c734f5709c1407,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
39,booth13_a3_1787072876447.jpg,1024,1024,606290,07a0c225150896a5f53438cd502af97ad18a39dd4b549a19a610a3f3f37ce724,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
40,booth14_a1_1787072887703.jpg,1024,1024,784312,1b17c8023671f62a6784f8b195eb876c1a5af9e74eae4a26eaf66e6639450cdc,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
41,booth14_a2_1787072899193.jpg,1024,1024,922280,7bf3f6f0f097f16d448a47e63d85c94090b1f654bd66dd2ea2b6a172a4dd3ce1,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
42,booth14_a3_1787072979702.jpg,1024,1024,612327,4927ac07b22c4e7bcdc3ba84de488a4ae7e4d94b223d2bb1544e76647dd7250c,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
43,booth15_a1_1787073788540.jpg,1024,1024,826171,9d8176317323371b11c5f0a1f62463b0040f68ee6362741d108524515329ce03,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
44,booth15_a2_1787073799068.jpg,1024,1024,881043,2eca1208bb24344b44d4ae62fcc7a13b861c9e0ee8fc79382724f3f8d86e3e8a,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
45,booth15_a3_1787073807719.jpg,1024,1024,779926,9ff4e2e3c1c3b64c47379e61b3dec6266027065dc351264e91645af67148364e,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
46,booth16_a1_1787073863197.jpg,1024,1024,699826,4cc2f02118ad110ce2b0b8f07c20e44a13dc21b4c66910d26e54293be139b233,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
47,booth16_a2_1787073875235.jpg,1024,1024,913871,bd3819a4ef43873c5d0ed53ca875f1050a8bf6a6351c78fe3e382a815c9b4807,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
48,booth16_a3_1787073886620.jpg,1024,1024,675870,eb9279d1a82212fa94157a415606635fa778f0d1e6515b3a00c36bf9f1b310b1,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
49,booth17_a1_1787070145827.jpg,1024,1024,709929,3533799ff530b5f93a961c818adf12baccdf86b72862caedce74c5a0152c654d,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
50,booth17_a2_1787070163341.jpg,1024,1024,774517,c6b6a33f00352935a88d6dec3eba2b0059d4cd52ac8c85ff5f115e4ac4632c99,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
51,booth18_a1_1787074134093.jpg,1024,1024,814887,6ebf37dc160db9a6a90af82caea3b2859025bfe08204a2caa6143024763b6e9c,False,Unknown,Unknown,ACCEPTED_AUTHENTIC
